/* DATA DESCRIPTION:
Citation:	Dallmayr, Remi; Freitag, Johannes; Hörhold, Maria; Laepple, Thomas; Wilhelms, Frank (2021): GPR profiles between B31, B32, and B33, terrestrial traverses 1999/2000 ; 2000/2001, Droning-Maud Land [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.935129
Abstract:	Surface Mass Balance between location B31 and B33 (SMB, in kg/m2/yr) corresponding to interval between radar horizons (1-2), between Tambora (1817) and year of measurement (2000/2001). The conversion of IRH traveltime to depth was discribed in Rotschky et al. 2004, and Eisen et al. 2004.
Keyword(s):	accumulation rate in Dronning Maud Land; GPR; terrestrial traverse
Related to:	Dallmayr, Remi; Freitag, Johannes; Laepple, Thomas; Wilhelms, Frank; Jansen, Daniela; Behrens, Melanie K; Hörhold, Maria (2021): Topographic effect creates non-climatic variations in ice-core based temperature records of the last millennium. https://doi.org/10.1002/essoar.10508113.1
	Eisen, Olaf; Rack, Wolfgang; Nixdorf, Uwe; Wilhelms, Frank (2005): Characteristics of accumulation around the EPICA deep-drilling site in Dronning Maud Land, Antarctica. Annals of Glaciology, 41, 41-46, https://doi.org/10.3189/172756405781813276
	Rotschky, Gerit; Eisen, Olaf; Wilhelms, Frank; Nixdorf, Uwe; Oerter, Hans (2004): Spatial distribution of surface mass balance on Amundsenisen plateau, Antarctica, derived from ice-penetrating radar studies. Annals of Glaciology, 39, 265-270, https://doi.org/10.3189/172756404781814618
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	MEDIAN LATITUDE: -75.191115 * MEDIAN LONGITUDE: 1.472444 * SOUTH-BOUND LATITUDE: -75.581500 * WEST-BOUND LONGITUDE: -3.430333 * NORTH-BOUND LATITUDE: -74.968500 * EAST-BOUND LONGITUDE: 6.499999
	DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00
Event(s):	ANT-Land_1999 (Transect 1999/2000 (B32 to B33)) * LATITUDE START: -75.002500 * LONGITUDE START: 0.007333 * LATITUDE END: -75.166667 * LONGITUDE END: 6.500000 * DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2000-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML5 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
	ANT-Land_2000 (Transect 2000/2001 (B31 to B32)) * LATITUDE START: -75.002326 * LONGITUDE START: 0.007496 * LATITUDE END: -75.581732 * LONGITUDE END: -3.431095 * DATE/TIME START: 2000-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML6 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
Parameter(s):	Event label (Event) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Distance [km] (Distance) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LONGITUDE (Longitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LATITUDE (Latitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Surface mass balance [kg/m**2/a] (SMB) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: corresponding to interval between radar horizons (1-2)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31822 data points
*/
Event	Distance [km]	Longitude	Latitude	SMB [kg/m**2/a]
ANT-Land_2000	15.989	-2.9551283	-75.5003874	44.13
ANT-Land_2000	16.000	-2.9547802	-75.5003280	44.14
ANT-Land_2000	16.012	-2.9544321	-75.5002686	44.15
ANT-Land_2000	16.024	-2.9540839	-75.5002092	44.16
ANT-Land_2000	16.035	-2.9537358	-75.5001497	44.17
ANT-Land_2000	16.047	-2.9533877	-75.5000903	44.19
ANT-Land_2000	16.059	-2.9530395	-75.5000309	44.20
ANT-Land_2000	16.071	-2.9526914	-75.4999715	44.21
ANT-Land_2000	16.082	-2.9523433	-75.4999120	44.22
ANT-Land_2000	16.094	-2.9519951	-75.4998526	44.23
ANT-Land_2000	16.106	-2.9516470	-75.4997932	44.24
ANT-Land_2000	16.117	-2.9512989	-75.4997338	44.26
ANT-Land_2000	16.129	-2.9509507	-75.4996744	44.27
ANT-Land_2000	16.141	-2.9506026	-75.4996149	44.28
ANT-Land_2000	16.153	-2.9502545	-75.4995555	44.29
ANT-Land_2000	16.164	-2.9499063	-75.4994961	44.30
ANT-Land_2000	16.176	-2.9495582	-75.4994367	44.32
ANT-Land_2000	16.188	-2.9492100	-75.4993772	44.33
ANT-Land_2000	16.199	-2.9488619	-75.4993178	44.34
ANT-Land_2000	16.211	-2.9485138	-75.4992584	44.35
ANT-Land_2000	16.223	-2.9481656	-75.4991990	44.36
ANT-Land_2000	16.235	-2.9478175	-75.4991395	44.37
ANT-Land_2000	16.246	-2.9474694	-75.4990801	44.39
ANT-Land_2000	16.258	-2.9471212	-75.4990207	44.40
ANT-Land_2000	16.270	-2.9467731	-75.4989613	44.41
ANT-Land_2000	16.281	-2.9464250	-75.4989018	44.42
ANT-Land_2000	16.293	-2.9460768	-75.4988424	44.43
ANT-Land_2000	16.305	-2.9457287	-75.4987830	44.45
ANT-Land_2000	16.317	-2.9453806	-75.4987236	44.46
ANT-Land_2000	16.328	-2.9450324	-75.4986641	44.47
ANT-Land_2000	16.340	-2.9446843	-75.4986047	44.48
ANT-Land_2000	16.352	-2.9443361	-75.4985453	44.49
ANT-Land_2000	16.363	-2.9439880	-75.4984859	44.51
ANT-Land_2000	16.375	-2.9436399	-75.4984265	44.52
ANT-Land_2000	16.387	-2.9432917	-75.4983670	44.53
ANT-Land_2000	16.399	-2.9429436	-75.4983076	44.54
ANT-Land_2000	16.410	-2.9425955	-75.4982482	44.55
ANT-Land_2000	16.422	-2.9422473	-75.4981888	44.57
ANT-Land_2000	16.434	-2.9418992	-75.4981293	44.58
ANT-Land_2000	16.445	-2.9415511	-75.4980699	44.59
ANT-Land_2000	16.457	-2.9412029	-75.4980105	44.60
ANT-Land_2000	16.469	-2.9408548	-75.4979511	44.61
ANT-Land_2000	16.481	-2.9405067	-75.4978916	44.63
ANT-Land_2000	16.492	-2.9401585	-75.4978322	44.64
ANT-Land_2000	16.504	-2.9398104	-75.4977728	44.65
ANT-Land_2000	16.516	-2.9394623	-75.4977134	44.66
ANT-Land_2000	16.527	-2.9391141	-75.4976540	44.67
ANT-Land_2000	16.539	-2.9387660	-75.4975945	44.68
ANT-Land_2000	16.551	-2.9384178	-75.4975351	44.70
ANT-Land_2000	16.562	-2.9380697	-75.4974757	44.71
ANT-Land_2000	16.574	-2.9377216	-75.4974163	44.72
ANT-Land_2000	16.586	-2.9373734	-75.4973569	44.73
ANT-Land_2000	16.598	-2.9370253	-75.4972974	44.74
ANT-Land_2000	16.609	-2.9366772	-75.4972380	44.75
ANT-Land_2000	16.621	-2.9363290	-75.4971786	44.77
ANT-Land_2000	16.633	-2.9359809	-75.4971192	44.78
ANT-Land_2000	16.644	-2.9356328	-75.4970597	44.79
ANT-Land_2000	16.656	-2.9352846	-75.4970003	44.80
ANT-Land_2000	16.668	-2.9349365	-75.4969409	44.82
ANT-Land_2000	16.680	-2.9345884	-75.4968815	44.83
ANT-Land_2000	16.691	-2.9342402	-75.4968220	44.84
ANT-Land_2000	16.703	-2.9338921	-75.4967626	44.85
ANT-Land_2000	16.715	-2.9335440	-75.4967032	44.87
ANT-Land_2000	16.726	-2.9331958	-75.4966438	44.88
ANT-Land_2000	16.738	-2.9328477	-75.4965843	44.89
ANT-Land_2000	16.750	-2.9324995	-75.4965249	44.90
ANT-Land_2000	16.762	-2.9321514	-75.4964655	44.92
ANT-Land_2000	16.773	-2.9318033	-75.4964061	44.93
ANT-Land_2000	16.785	-2.9314551	-75.4963467	44.94
ANT-Land_2000	16.797	-2.9311070	-75.4962872	44.95
ANT-Land_2000	16.808	-2.9307589	-75.4962278	44.97
ANT-Land_2000	16.820	-2.9304107	-75.4961684	44.98
ANT-Land_2000	16.832	-2.9300626	-75.4961090	44.99
ANT-Land_2000	16.844	-2.9297145	-75.4960495	45.00
ANT-Land_2000	16.855	-2.9293663	-75.4959901	45.01
ANT-Land_2000	16.867	-2.9290182	-75.4959307	45.02
ANT-Land_2000	16.879	-2.9286701	-75.4958713	45.03
ANT-Land_2000	16.890	-2.9283219	-75.4958118	45.04
ANT-Land_2000	16.902	-2.9279738	-75.4957524	45.05
ANT-Land_2000	16.914	-2.9276257	-75.4956930	45.06
ANT-Land_2000	16.926	-2.9272775	-75.4956336	45.07
ANT-Land_2000	16.937	-2.9269294	-75.4955741	45.09
ANT-Land_2000	16.949	-2.9265812	-75.4955147	45.10
ANT-Land_2000	16.961	-2.9262331	-75.4954553	45.11
ANT-Land_2000	16.972	-2.9258850	-75.4953959	45.12
ANT-Land_2000	16.984	-2.9255368	-75.4953365	45.13
ANT-Land_2000	16.996	-2.9251887	-75.4952770	45.14
ANT-Land_2000	17.008	-2.9248406	-75.4952176	45.15
ANT-Land_2000	17.019	-2.9244924	-75.4951582	45.16
ANT-Land_2000	17.031	-2.9241443	-75.4950988	45.17
ANT-Land_2000	17.043	-2.9237962	-75.4950393	45.18
ANT-Land_2000	17.054	-2.9234480	-75.4949799	45.19
ANT-Land_2000	17.066	-2.9230999	-75.4949205	45.21
ANT-Land_2000	17.078	-2.9227518	-75.4948611	45.21
ANT-Land_2000	17.090	-2.9224036	-75.4948016	45.22
ANT-Land_2000	17.101	-2.9220555	-75.4947422	45.23
ANT-Land_2000	17.113	-2.9217074	-75.4946828	45.24
ANT-Land_2000	17.125	-2.9213592	-75.4946234	45.25
ANT-Land_2000	17.136	-2.9210111	-75.4945640	45.26
ANT-Land_2000	17.148	-2.9206629	-75.4945045	45.27
ANT-Land_2000	17.160	-2.9203148	-75.4944451	45.28
ANT-Land_2000	17.172	-2.9199667	-75.4943857	45.28
ANT-Land_2000	17.183	-2.9196185	-75.4943263	45.29
ANT-Land_2000	17.195	-2.9192704	-75.4942668	45.30
ANT-Land_2000	17.207	-2.9189223	-75.4942074	45.31
ANT-Land_2000	17.218	-2.9185741	-75.4941480	45.32
ANT-Land_2000	17.230	-2.9182260	-75.4940886	45.33
ANT-Land_2000	17.242	-2.9178779	-75.4940292	45.34
ANT-Land_2000	17.254	-2.9175297	-75.4939697	45.35
ANT-Land_2000	17.265	-2.9171816	-75.4939103	45.36
ANT-Land_2000	17.277	-2.9168335	-75.4938509	45.37
ANT-Land_2000	17.289	-2.9164853	-75.4937915	45.37
ANT-Land_2000	17.300	-2.9161372	-75.4937320	45.38
ANT-Land_2000	17.312	-2.9157890	-75.4936726	45.39
ANT-Land_2000	17.324	-2.9154409	-75.4936132	45.40
ANT-Land_2000	17.336	-2.9150928	-75.4935538	45.41
ANT-Land_2000	17.347	-2.9147446	-75.4934943	45.42
ANT-Land_2000	17.359	-2.9143965	-75.4934349	45.43
ANT-Land_2000	17.371	-2.9140484	-75.4933755	45.44
ANT-Land_2000	17.382	-2.9137002	-75.4933161	45.45
ANT-Land_2000	17.394	-2.9133521	-75.4932567	45.46
ANT-Land_2000	17.406	-2.9130040	-75.4931972	45.47
ANT-Land_2000	17.418	-2.9126558	-75.4931378	45.47
ANT-Land_2000	17.429	-2.9123077	-75.4930784	45.48
ANT-Land_2000	17.441	-2.9119596	-75.4930190	45.49
ANT-Land_2000	17.453	-2.9116114	-75.4929595	45.50
ANT-Land_2000	17.464	-2.9112633	-75.4929001	45.51
ANT-Land_2000	17.476	-2.9109152	-75.4928407	45.52
ANT-Land_2000	17.488	-2.9105670	-75.4927813	45.53
ANT-Land_2000	17.500	-2.9102189	-75.4927218	45.54
ANT-Land_2000	17.511	-2.9098707	-75.4926624	45.55
ANT-Land_2000	17.523	-2.9095226	-75.4926030	45.56
ANT-Land_2000	17.535	-2.9091745	-75.4925436	45.57
ANT-Land_2000	17.546	-2.9088263	-75.4924841	45.58
ANT-Land_2000	17.558	-2.9084782	-75.4924247	45.59
ANT-Land_2000	17.570	-2.9081301	-75.4923653	45.60
ANT-Land_2000	17.582	-2.9077819	-75.4923059	45.61
ANT-Land_2000	17.593	-2.9074338	-75.4922465	45.62
ANT-Land_2000	17.605	-2.9070857	-75.4921870	45.63
ANT-Land_2000	17.617	-2.9067375	-75.4921276	45.64
ANT-Land_2000	17.628	-2.9063894	-75.4920682	45.65
ANT-Land_2000	17.640	-2.9060413	-75.4920088	45.66
ANT-Land_2000	17.652	-2.9056931	-75.4919493	45.67
ANT-Land_2000	17.664	-2.9053450	-75.4918899	45.68
ANT-Land_2000	17.675	-2.9049969	-75.4918305	45.69
ANT-Land_2000	17.687	-2.9046487	-75.4917711	45.69
ANT-Land_2000	17.699	-2.9043006	-75.4917116	45.70
ANT-Land_2000	17.710	-2.9039524	-75.4916522	45.71
ANT-Land_2000	17.722	-2.9036043	-75.4915928	45.72
ANT-Land_2000	17.734	-2.9032562	-75.4915334	45.73
ANT-Land_2000	17.746	-2.9029080	-75.4914739	45.74
ANT-Land_2000	17.757	-2.9025599	-75.4914145	45.75
ANT-Land_2000	17.769	-2.9022118	-75.4913551	45.76
ANT-Land_2000	17.781	-2.9018636	-75.4912957	45.77
ANT-Land_2000	17.792	-2.9015155	-75.4912363	45.78
ANT-Land_2000	17.804	-2.9011674	-75.4911768	45.79
ANT-Land_2000	17.816	-2.9008192	-75.4911174	45.80
ANT-Land_2000	17.828	-2.9004711	-75.4910580	45.81
ANT-Land_2000	17.839	-2.9001230	-75.4909986	45.82
ANT-Land_2000	17.851	-2.8997748	-75.4909392	45.83
ANT-Land_2000	17.863	-2.8994267	-75.4908797	45.83
ANT-Land_2000	17.874	-2.8990786	-75.4908203	45.84
ANT-Land_2000	17.886	-2.8987304	-75.4907609	45.85
ANT-Land_2000	17.898	-2.8983823	-75.4907015	45.86
ANT-Land_2000	17.910	-2.8980341	-75.4906420	45.87
ANT-Land_2000	17.921	-2.8976860	-75.4905826	45.88
ANT-Land_2000	17.933	-2.8973379	-75.4905232	45.89
ANT-Land_2000	17.945	-2.8969897	-75.4904638	45.90
ANT-Land_2000	17.956	-2.8966416	-75.4904043	45.91
ANT-Land_2000	17.968	-2.8962935	-75.4903449	45.92
ANT-Land_2000	17.980	-2.8959453	-75.4902855	45.93
ANT-Land_2000	17.992	-2.8955972	-75.4902261	45.93
ANT-Land_2000	18.003	-2.8952491	-75.4901667	45.94
ANT-Land_2000	18.015	-2.8949009	-75.4901072	45.95
ANT-Land_2000	18.027	-2.8945528	-75.4900478	45.96
ANT-Land_2000	18.038	-2.8942047	-75.4899884	45.97
ANT-Land_2000	18.050	-2.8938565	-75.4899290	45.98
ANT-Land_2000	18.062	-2.8935084	-75.4898695	45.99
ANT-Land_2000	18.074	-2.8931603	-75.4898101	46.00
ANT-Land_2000	18.085	-2.8928121	-75.4897507	46.01
ANT-Land_2000	18.097	-2.8924640	-75.4896913	46.02
ANT-Land_2000	18.109	-2.8921158	-75.4896318	46.02
ANT-Land_2000	18.120	-2.8917677	-75.4895724	46.03
ANT-Land_2000	18.132	-2.8914196	-75.4895130	46.04
ANT-Land_2000	18.144	-2.8910714	-75.4894536	46.05
ANT-Land_2000	18.155	-2.8907233	-75.4893941	46.06
ANT-Land_2000	18.167	-2.8903752	-75.4893347	46.07
ANT-Land_2000	18.179	-2.8900270	-75.4892753	46.08
ANT-Land_2000	18.191	-2.8896789	-75.4892159	46.09
ANT-Land_2000	18.202	-2.8893308	-75.4891564	46.10
ANT-Land_2000	18.214	-2.8889826	-75.4890970	46.11
ANT-Land_2000	18.226	-2.8886345	-75.4890376	46.11
ANT-Land_2000	18.237	-2.8882864	-75.4889782	46.12
ANT-Land_2000	18.249	-2.8879382	-75.4889188	46.13
ANT-Land_2000	18.261	-2.8875901	-75.4888593	46.14
ANT-Land_2000	18.273	-2.8872419	-75.4887999	46.15
ANT-Land_2000	18.284	-2.8868938	-75.4887405	46.16
ANT-Land_2000	18.296	-2.8865457	-75.4886811	46.17
ANT-Land_2000	18.308	-2.8861975	-75.4886216	46.18
ANT-Land_2000	18.319	-2.8858494	-75.4885622	46.19
ANT-Land_2000	18.331	-2.8855013	-75.4885028	46.20
ANT-Land_2000	18.343	-2.8851531	-75.4884434	46.21
ANT-Land_2000	18.355	-2.8848050	-75.4883839	46.22
ANT-Land_2000	18.366	-2.8844569	-75.4883245	46.23
ANT-Land_2000	18.378	-2.8841087	-75.4882651	46.23
ANT-Land_2000	18.390	-2.8837606	-75.4882057	46.24
ANT-Land_2000	18.401	-2.8834125	-75.4881463	46.25
ANT-Land_2000	18.413	-2.8830643	-75.4880868	46.26
ANT-Land_2000	18.425	-2.8827162	-75.4880274	46.27
ANT-Land_2000	18.437	-2.8823681	-75.4879680	46.28
ANT-Land_2000	18.448	-2.8820199	-75.4879086	46.29
ANT-Land_2000	18.460	-2.8816718	-75.4878491	46.30
ANT-Land_2000	18.472	-2.8813236	-75.4877897	46.31
ANT-Land_2000	18.483	-2.8809755	-75.4877303	46.32
ANT-Land_2000	18.495	-2.8806274	-75.4876709	46.33
ANT-Land_2000	18.507	-2.8802792	-75.4876115	46.34
ANT-Land_2000	18.519	-2.8799311	-75.4875520	46.35
ANT-Land_2000	18.530	-2.8795830	-75.4874926	46.36
ANT-Land_2000	18.542	-2.8792348	-75.4874332	46.36
ANT-Land_2000	18.554	-2.8788867	-75.4873738	46.37
ANT-Land_2000	18.565	-2.8785386	-75.4873143	46.38
ANT-Land_2000	18.577	-2.8781904	-75.4872549	46.39
ANT-Land_2000	18.589	-2.8778423	-75.4871955	46.40
ANT-Land_2000	18.601	-2.8774942	-75.4871361	46.41
ANT-Land_2000	18.612	-2.8771460	-75.4870766	46.42
ANT-Land_2000	18.624	-2.8767979	-75.4870172	46.43
ANT-Land_2000	18.636	-2.8764498	-75.4869578	46.44
ANT-Land_2000	18.647	-2.8761016	-75.4868984	46.45
ANT-Land_2000	18.659	-2.8757535	-75.4868390	46.46
ANT-Land_2000	18.671	-2.8754053	-75.4867795	46.47
ANT-Land_2000	18.683	-2.8750572	-75.4867201	46.47
ANT-Land_2000	18.694	-2.8747091	-75.4866607	46.48
ANT-Land_2000	18.706	-2.8743609	-75.4866013	46.49
ANT-Land_2000	18.718	-2.8740128	-75.4865418	46.50
ANT-Land_2000	18.729	-2.8736647	-75.4864824	46.51
ANT-Land_2000	18.741	-2.8733165	-75.4864230	46.52
ANT-Land_2000	18.753	-2.8729684	-75.4863636	46.53
ANT-Land_2000	18.765	-2.8726203	-75.4863041	46.54
ANT-Land_2000	18.776	-2.8722721	-75.4862447	46.55
ANT-Land_2000	18.788	-2.8719240	-75.4861853	46.56
ANT-Land_2000	18.800	-2.8715759	-75.4861259	46.57
ANT-Land_2000	18.811	-2.8712277	-75.4860664	46.58
ANT-Land_2000	18.823	-2.8708796	-75.4860070	46.58
ANT-Land_2000	18.835	-2.8705315	-75.4859476	46.59
ANT-Land_2000	18.847	-2.8701833	-75.4858882	46.60
ANT-Land_2000	18.858	-2.8698352	-75.4858288	46.61
ANT-Land_2000	18.870	-2.8694870	-75.4857693	46.62
ANT-Land_2000	18.882	-2.8691389	-75.4857099	46.63
ANT-Land_2000	18.893	-2.8687908	-75.4856505	46.64
ANT-Land_2000	18.905	-2.8684426	-75.4855911	46.65
ANT-Land_2000	18.917	-2.8680945	-75.4855316	46.66
ANT-Land_2000	18.929	-2.8677464	-75.4854722	46.67
ANT-Land_2000	18.940	-2.8673982	-75.4854128	46.68
ANT-Land_2000	18.952	-2.8670501	-75.4853534	46.69
ANT-Land_2000	18.964	-2.8667020	-75.4852939	46.69
ANT-Land_2000	18.975	-2.8663538	-75.4852345	46.70
ANT-Land_2000	18.987	-2.8660057	-75.4851751	46.71
ANT-Land_2000	18.999	-2.8656576	-75.4851157	46.72
ANT-Land_2000	19.011	-2.8653094	-75.4850562	46.73
ANT-Land_2000	19.022	-2.8649613	-75.4849968	46.74
ANT-Land_2000	19.034	-2.8646131	-75.4849374	46.75
ANT-Land_2000	19.046	-2.8642650	-75.4848780	46.76
ANT-Land_2000	19.057	-2.8639169	-75.4848186	46.77
ANT-Land_2000	19.069	-2.8635687	-75.4847591	46.78
ANT-Land_2000	19.081	-2.8632206	-75.4846997	46.79
ANT-Land_2000	19.093	-2.8628725	-75.4846403	46.80
ANT-Land_2000	19.104	-2.8625243	-75.4845809	46.81
ANT-Land_2000	19.116	-2.8621762	-75.4845215	46.81
ANT-Land_2000	19.128	-2.8618281	-75.4844620	46.82
ANT-Land_2000	19.139	-2.8614799	-75.4844026	46.83
ANT-Land_2000	19.151	-2.8611318	-75.4843432	46.84
ANT-Land_2000	19.163	-2.8607837	-75.4842838	46.83
ANT-Land_2000	19.175	-2.8604355	-75.4842243	46.82
ANT-Land_2000	19.186	-2.8600874	-75.4841649	46.81
ANT-Land_2000	19.198	-2.8597393	-75.4841055	46.80
ANT-Land_2000	19.210	-2.8593911	-75.4840461	46.79
ANT-Land_2000	19.221	-2.8590430	-75.4839866	46.78
ANT-Land_2000	19.233	-2.8586948	-75.4839272	46.77
ANT-Land_2000	19.245	-2.8583467	-75.4838678	46.76
ANT-Land_2000	19.257	-2.8579986	-75.4838084	46.75
ANT-Land_2000	19.268	-2.8576504	-75.4837490	46.74
ANT-Land_2000	19.280	-2.8573023	-75.4836895	46.73
ANT-Land_2000	19.292	-2.8569542	-75.4836301	46.72
ANT-Land_2000	19.303	-2.8566060	-75.4835707	46.71
ANT-Land_2000	19.315	-2.8562579	-75.4835113	46.70
ANT-Land_2000	19.327	-2.8559098	-75.4834518	46.69
ANT-Land_2000	19.339	-2.8555616	-75.4833924	46.68
ANT-Land_2000	19.350	-2.8552135	-75.4833330	46.67
ANT-Land_2000	19.362	-2.8548654	-75.4832736	46.66
ANT-Land_2000	19.374	-2.8545172	-75.4832141	46.65
ANT-Land_2000	19.385	-2.8541691	-75.4831547	46.64
ANT-Land_2000	19.397	-2.8538210	-75.4830953	46.63
ANT-Land_2000	19.409	-2.8534728	-75.4830359	46.62
ANT-Land_2000	19.421	-2.8531247	-75.4829764	46.61
ANT-Land_2000	19.432	-2.8527765	-75.4829170	46.61
ANT-Land_2000	19.444	-2.8524284	-75.4828576	46.60
ANT-Land_2000	19.456	-2.8520803	-75.4827982	46.59
ANT-Land_2000	19.467	-2.8517321	-75.4827387	46.58
ANT-Land_2000	19.479	-2.8513840	-75.4826793	46.57
ANT-Land_2000	19.491	-2.8510359	-75.4826199	46.56
ANT-Land_2000	19.503	-2.8506877	-75.4825605	46.55
ANT-Land_2000	19.514	-2.8503396	-75.4825011	46.54
ANT-Land_2000	19.526	-2.8499915	-75.4824416	46.53
ANT-Land_2000	19.538	-2.8496433	-75.4823822	46.52
ANT-Land_2000	19.549	-2.8492952	-75.4823228	46.51
ANT-Land_2000	19.561	-2.8489471	-75.4822634	46.50
ANT-Land_2000	19.573	-2.8485989	-75.4822039	46.49
ANT-Land_2000	19.585	-2.8482508	-75.4821445	46.48
ANT-Land_2000	19.596	-2.8479027	-75.4820851	46.47
ANT-Land_2000	19.608	-2.8475545	-75.4820257	46.46
ANT-Land_2000	19.620	-2.8472064	-75.4819662	46.45
ANT-Land_2000	19.631	-2.8468582	-75.4819068	46.44
ANT-Land_2000	19.643	-2.8465101	-75.4818474	46.43
ANT-Land_2000	19.655	-2.8461620	-75.4817880	46.42
ANT-Land_2000	19.666	-2.8458138	-75.4817286	46.41
ANT-Land_2000	19.678	-2.8454657	-75.4816691	46.40
ANT-Land_2000	19.690	-2.8451176	-75.4816097	46.39
ANT-Land_2000	19.702	-2.8447694	-75.4815503	46.38
ANT-Land_2000	19.713	-2.8444213	-75.4814909	46.37
ANT-Land_2000	19.725	-2.8440732	-75.4814314	46.36
ANT-Land_2000	19.737	-2.8437250	-75.4813720	46.35
ANT-Land_2000	19.748	-2.8433769	-75.4813126	46.34
ANT-Land_2000	19.760	-2.8430288	-75.4812532	46.33
ANT-Land_2000	19.772	-2.8426806	-75.4811938	46.32
ANT-Land_2000	19.784	-2.8423325	-75.4811343	46.31
ANT-Land_2000	19.795	-2.8419844	-75.4810749	46.30
ANT-Land_2000	19.807	-2.8416362	-75.4810155	46.29
ANT-Land_2000	19.819	-2.8412881	-75.4809561	46.28
ANT-Land_2000	19.830	-2.8409399	-75.4808966	46.27
ANT-Land_2000	19.842	-2.8405918	-75.4808372	46.26
ANT-Land_2000	19.854	-2.8402437	-75.4807778	46.25
ANT-Land_2000	19.866	-2.8398955	-75.4807184	46.24
ANT-Land_2000	19.877	-2.8395474	-75.4806589	46.23
ANT-Land_2000	19.889	-2.8391993	-75.4805995	46.22
ANT-Land_2000	19.901	-2.8388511	-75.4805401	46.21
ANT-Land_2000	19.912	-2.8385030	-75.4804807	46.20
ANT-Land_2000	19.924	-2.8381549	-75.4804213	46.19
ANT-Land_2000	19.936	-2.8378067	-75.4803618	46.18
ANT-Land_2000	19.948	-2.8374586	-75.4803024	46.17
ANT-Land_2000	19.959	-2.8371105	-75.4802430	46.16
ANT-Land_2000	19.971	-2.8367623	-75.4801836	46.15
ANT-Land_2000	19.983	-2.8364142	-75.4801241	46.14
ANT-Land_2000	19.994	-2.8360660	-75.4800647	46.14
ANT-Land_2000	20.006	-2.8357179	-75.4800053	46.15
ANT-Land_2000	20.018	-2.8353698	-75.4799459	46.15
ANT-Land_2000	20.030	-2.8350216	-75.4798864	46.16
ANT-Land_2000	20.041	-2.8346735	-75.4798270	46.16
ANT-Land_2000	20.053	-2.8343254	-75.4797676	46.17
ANT-Land_2000	20.065	-2.8339772	-75.4797082	46.17
ANT-Land_2000	20.076	-2.8336291	-75.4796487	46.18
ANT-Land_2000	20.088	-2.8332810	-75.4795893	46.18
ANT-Land_2000	20.100	-2.8329328	-75.4795299	46.18
ANT-Land_2000	20.112	-2.8325847	-75.4794705	46.19
ANT-Land_2000	20.123	-2.8322366	-75.4794111	46.19
ANT-Land_2000	20.135	-2.8318884	-75.4793516	46.20
ANT-Land_2000	20.147	-2.8315403	-75.4792922	46.20
ANT-Land_2000	20.158	-2.8311922	-75.4792328	46.21
ANT-Land_2000	20.170	-2.8308440	-75.4791734	46.21
ANT-Land_2000	20.182	-2.8304959	-75.4791139	46.22
ANT-Land_2000	20.194	-2.8301477	-75.4790545	46.22
ANT-Land_2000	20.205	-2.8297996	-75.4789951	46.23
ANT-Land_2000	20.217	-2.8294515	-75.4789357	46.23
ANT-Land_2000	20.229	-2.8291033	-75.4788762	46.23
ANT-Land_2000	20.240	-2.8287552	-75.4788168	46.24
ANT-Land_2000	20.252	-2.8284071	-75.4787574	46.24
ANT-Land_2000	20.264	-2.8280589	-75.4786980	46.25
ANT-Land_2000	20.276	-2.8277108	-75.4786385	46.25
ANT-Land_2000	20.287	-2.8273627	-75.4785791	46.26
ANT-Land_2000	20.299	-2.8270145	-75.4785197	46.26
ANT-Land_2000	20.311	-2.8266664	-75.4784603	46.27
